Ref_No,VM_ID,ImgSize,VM_Memory,MIPs,Bandwidth,PES
HEFT00150,3,19155,1131,1876.0,1383,3
HEFT00150,4,13811,714,1141.0,1369,1
HEFT00150,5,12614,828,1920.0,1844,2
HEFT00150,6,12821,954,1741.0,1259,2
HEFT00150,7,17134,847,1489.0,1263,1
HEFT00150,8,15042,1479,1638.0,1569,1
HEFT00150,9,14714,634,1495.0,1761,3
HEFT00151,0,11616,844,1668.0,1480,1
HEFT00151,1,18856,789,1557.0,1302,3
HEFT00151,2,19345,568,1825.0,1825,2
HEFT00151,3,12421,950,1433.0,1565,2
HEFT00151,4,15878,566,1352.0,1965,2
HEFT00151,5,15559,1183,1799.0,1749,3
HEFT00151,6,18286,981,1810.0,1447,1
HEFT00151,7,18462,993,1066.0,1368,3
HEFT00151,8,15004,1520,1642.0,1780,3
HEFT00151,9,10859,758,1025.0,1851,3
HEFT00151,10,11695,1261,1687.0,1587,3
HEFT00152,0,10495,721,1276.0,1987,2
HEFT00152,1,16905,1412,1661.0,1810,1
HEFT00152,2,16444,1013,1001.0,1171,2
HEFT00152,3,16592,691,1621.0,1686,1
HEFT00152,4,10857,940,1112.0,1671,3
HEFT00152,5,17923,1193,1583.0,1291,1
HEFT00152,6,13551,1494,1677.0,1808,2
HEFT00152,7,14760,666,1695.0,1516,1
HEFT00153,0,15651,1323,1143.0,1107,3
HEFT00153,1,19936,756,1435.0,1108,1
HEFT00153,2,15026,715,1990.0,1327,2
HEFT00153,3,19935,1532,1025.0,1664,2
HEFT00153,4,10997,1104,1995.0,1725,3
HEFT00153,5,13732,1104,1785.0,1637,2
HEFT00153,6,13094,941,1255.0,1367,2
HEFT00154,0,14592,1217,1899.0,1985,1
HEFT00154,1,13867,774,1267.0,1119,3
HEFT00154,2,11009,705,1708.0,1906,3
HEFT00154,3,14585,1204,1403.0,1180,3
HEFT00154,4,16925,885,1665.0,1363,2
HEFT00154,5,19019,571,1840.0,1949,1
HEFT00154,6,16367,1319,1069.0,1870,2
HEFT00154,7,16813,1100,1497.0,1915,1
HEFT00154,8,17111,846,1259.0,1154,2
HEFT00154,9,11692,1061,1515.0,1914,3
HEFT00154,10,14599,1074,1072.0,1262,3
HEFT00155,0,12659,842,1729.0,1724,3
HEFT00155,1,16737,1217,1937.0,1275,3
HEFT00155,2,11738,855,1208.0,1917,2
HEFT00155,3,17414,1000,1237.0,1977,1
HEFT00155,4,17043,820,1122.0,1391,3
HEFT00155,5,12791,936,1171.0,1199,3
HEFT00155,6,17917,733,1757.0,1004,3
HEFT00155,7,15525,939,1542.0,1812,3
HEFT00155,8,12131,906,1427.0,1712,3
HEFT00155,9,10848,1428,1527.0,1282,1
HEFT00155,10,17213,1021,1436.0,1532,1
HEFT00156,0,15199,709,1751.0,1138,3
HEFT00156,1,15534,1260,1624.0,1197,2
HEFT00156,2,16953,880,1754.0,1523,2
HEFT00156,3,19745,1067,1775.0,1327,3
HEFT00156,4,10644,1131,1042.0,1493,1
HEFT00156,5,17649,522,1253.0,1610,3
HEFT00156,6,12664,1515,1226.0,1262,3
HEFT00156,7,10388,587,1375.0,1972,3
HEFT00157,0,12476,1058,1084.0,1416,1
HEFT00157,1,14475,1040,1824.0,1527,2
HEFT00157,2,13562,1268,1572.0,1044,2
HEFT00157,3,19412,1261,1581.0,1309,3
HEFT00157,4,12352,1135,1318.0,1618,1
HEFT00157,5,14465,1264,1275.0,1196,2
HEFT00157,6,15486,1349,1209.0,1006,3
HEFT00157,7,10042,637,1132.0,1921,2
HEFT00157,8,13462,1134,1423.0,1237,1
HEFT00158,0,18215,706,1564.0,1167,1
HEFT00158,1,10008,1093,1331.0,1189,3
HEFT00158,2,19742,1111,1830.0,1022,3
HEFT00158,3,14798,1507,1685.0,1027,1
HEFT00158,4,12801,604,1560.0,1168,3
HEFT00158,5,18837,678,1893.0,1859,2
HEFT00158,6,13218,883,1690.0,1017,2
HEFT00158,7,17884,925,1200.0,1137,3
HEFT00159,0,15228,569,1470.0,1514,2
HEFT00159,1,19748,1511,1325.0,1022,2
HEFT00159,2,10480,1111,1844.0,1619,3
HEFT00159,3,18656,571,1156.0,1832,3
HEFT00159,4,11761,839,1259.0,1189,1
HEFT00159,5,16979,1347,1386.0,1208,2
HEFT00159,6,18188,682,1626.0,1288,2
HEFT00159,7,15988,1430,1763.0,1083,3
HEFT00159,8,11465,963,1182.0,1238,1
HEFT00159,9,19781,1161,1719.0,1891,2
HEFT00159,10,10280,1247,1100.0,1027,2
HEFT00160,0,14873,717,1439.0,1183,1
HEFT00160,1,12534,1368,1573.0,1851,1
HEFT00160,2,11094,1053,1854.0,1583,3
HEFT00160,3,11966,1458,1862.0,1758,3
HEFT00160,4,10985,1207,1358.0,1364,2
HEFT00160,5,19630,1404,1000.0,1812,2
HEFT00160,6,10871,702,1141.0,1303,1
HEFT00160,7,11149,1183,1002.0,1140,3
HEFT00161,0,17550,563,1722.0,1330,3
HEFT00161,1,15776,996,1691.0,1152,2
HEFT00161,2,13991,940,1475.0,1307,2
HEFT00161,3,10605,1159,1144.0,1857,1
HEFT00161,4,18257,779,1961.0,1184,2
HEFT00161,5,15813,571,1655.0,1516,3
HEFT00161,6,12232,881,1592.0,1520,1
HEFT00162,0,17472,1513,1059.0,1666,1
HEFT00162,1,17376,664,1164.0,1809,2
HEFT00162,2,18449,1393,1060.0,1457,2
HEFT00162,3,17156,1178,1738.0,1479,3
HEFT00162,4,12445,1039,1406.0,1357,3
HEFT00162,5,10731,944,1078.0,1215,2
HEFT00162,6,14806,901,1288.0,1098,2
HEFT00162,7,19283,845,1639.0,1301,3
HEFT00162,8,17449,715,1462.0,1346,1
HEFT00163,0,10832,759,1653.0,1165,2
HEFT00163,1,11013,1101,1234.0,1927,2
HEFT00163,2,15474,993,1298.0,1670,3
HEFT00163,3,13960,1180,1801.0,1868,2
HEFT00163,4,18632,1320,1734.0,1308,2
HEFT00163,5,14602,1149,1477.0,1418,1
HEFT00163,6,15573,1210,1799.0,1052,3
HEFT00163,7,18595,670,1317.0,1435,2
HEFT00163,8,12672,588,1459.0,1642,2
HEFT00163,9,10981,1291,1529.0,1579,2
HEFT00163,10,18769,1315,1985.0,1888,1
HEFT00164,0,13301,746,1021.0,1000,2
HEFT00164,1,13147,1330,1657.0,1393,1
HEFT00164,2,16090,525,1515.0,1171,2
HEFT00164,3,18815,1061,1823.0,1850,2
HEFT00164,4,12840,1278,1209.0,1239,2
HEFT00164,5,11216,721,1727.0,1326,2
HEFT00164,6,18206,1303,1323.0,1865,1
HEFT00164,7,12264,1419,1224.0,1842,3
HEFT00164,8,19020,631,1393.0,1443,3
HEFT00164,9,14426,1470,1552.0,1912,3
HEFT00164,10,14994,1194,1535.0,1717,1
HEFT00165,0,13646,578,1946.0,1708,3
HEFT00165,1,13911,1191,1530.0,1177,3
HEFT00165,2,11000,1476,1929.0,1866,3
HEFT00165,3,14301,1421,1260.0,1037,2
HEFT00165,4,17387,1429,1269.0,1337,1
HEFT00165,5,11579,669,1672.0,1396,1
HEFT00165,6,10064,1069,1477.0,1986,2
HEFT00165,7,14494,1462,1083.0,1345,2
HEFT00165,8,17782,968,1965.0,1074,1
HEFT00166,0,18943,613,1256.0,1837,2
HEFT00166,1,16221,1214,1515.0,1588,3
HEFT00166,2,13583,1318,1397.0,1090,3
HEFT00166,3,18639,1001,1097.0,1223,2
HEFT00166,4,14218,1236,1217.0,1711,1
HEFT00166,5,18763,1354,1621.0,1618,1
HEFT00166,6,10046,532,1157.0,1489,2
HEFT00167,0,13220,669,1005.0,1255,2
HEFT00167,1,16749,1011,1633.0,1076,1
HEFT00167,2,12297,1188,1779.0,1220,3
HEFT00167,3,18718,559,1775.0,1281,3
HEFT00167,4,15858,606,1299.0,1567,3
HEFT00167,5,10562,1236,1924.0,1019,2
HEFT00167,6,13898,1022,1642.0,1064,2
HEFT00167,7,14863,1315,1864.0,1633,2
HEFT00167,8,10936,696,1878.0,1475,1
HEFT00167,9,18430,1368,1720.0,1720,1
HEFT00167,10,12216,904,1655.0,1762,3
HEFT00168,0,15646,1502,1688.0,1403,1
HEFT00168,1,13723,1142,1960.0,1476,3
HEFT00168,2,14294,1436,1103.0,1942,1
HEFT00168,3,11203,1347,1349.0,1735,3
HEFT00168,4,16363,654,1316.0,1874,3
HEFT00168,5,17695,1283,1963.0,1611,2
HEFT00168,6,16716,527,1477.0,1548,1
HEFT00168,7,15292,1083,1825.0,1526,2
HEFT00168,8,14317,1317,1498.0,1682,3
HEFT00168,9,12242,730,1506.0,1269,1
HEFT00168,10,16904,1170,1468.0,1875,3
HEFT00169,0,18283,693,1247.0,1076,2
HEFT00169,1,12338,1295,1674.0,1139,1
HEFT00169,2,19981,532,1212.0,1933,2
HEFT00169,3,11050,521,1921.0,1972,2
HEFT00169,4,16299,928,1369.0,1988,1
HEFT00169,5,13166,673,1784.0,1737,3
HEFT00169,6,14229,1271,1265.0,1715,3
HEFT00169,7,10916,886,1330.0,1469,2
HEFT00169,8,17713,672,1261.0,1354,1
HEFT00169,9,13082,546,1444.0,1859,2
HEFT00169,10,19045,773,1433.0,1461,1
HEFT00170,0,17065,1081,1290.0,1495,1
HEFT00170,1,17565,1516,1483.0,1483,1
HEFT00170,2,16343,976,1672.0,1372,1
HEFT00170,3,16866,903,1120.0,1924,3
HEFT00170,4,17430,615,1782.0,1039,2
HEFT00170,5,19012,1010,1615.0,1325,2
HEFT00170,6,18026,1398,1684.0,1947,2
HEFT00170,7,11206,1322,1107.0,1114,3
HEFT00170,8,12287,958,1458.0,1485,1
HEFT00170,9,13004,856,1188.0,1354,2
HEFT00171,0,18514,940,1334.0,1885,2
HEFT00171,1,18121,1403,1906.0,1849,2
HEFT00171,2,11981,1130,1584.0,1110,1
HEFT00171,3,15955,715,1580.0,1119,2
HEFT00171,4,18346,1522,1967.0,1809,1
HEFT00171,5,16805,937,1037.0,1923,2
HEFT00171,6,19054,1254,1557.0,1503,1
HEFT00171,7,14561,1251,1487.0,1933,3
HEFT00171,8,11345,1180,1595.0,1523,3
HEFT00171,9,13007,802,1103.0,1748,1
HEFT00171,10,10180,1178,1505.0,1716,1
HEFT00172,0,19798,1207,1811.0,1606,1
HEFT00172,1,10517,668,1813.0,1273,3
HEFT00172,2,12591,1372,1050.0,1484,3
HEFT00172,3,17690,1179,1784.0,1220,3
HEFT00172,4,15051,778,1838.0,1627,3
HEFT00172,5,18690,519,1895.0,1825,3
HEFT00172,6,11923,622,1691.0,1503,1
HEFT00172,7,18090,1450,1239.0,1992,1
HEFT00172,8,19014,1305,1274.0,1393,3
HEFT00173,0,14953,1094,1332.0,1130,1
HEFT00173,1,11649,890,1835.0,1918,3
HEFT00173,2,17561,586,1122.0,1482,3
HEFT00173,3,11537,626,1749.0,1025,2
HEFT00173,4,14866,606,1839.0,1053,2
HEFT00173,5,12571,1266,1248.0,1079,1
HEFT00173,6,12128,1277,1687.0,1793,1
HEFT00173,7,18676,655,1620.0,1339,3
HEFT00174,0,11889,883,1413.0,1249,1
HEFT00174,1,19685,991,1993.0,1492,3
HEFT00174,2,18766,1006,1586.0,1593,1
HEFT00174,3,11134,899,1457.0,1182,1
HEFT00174,4,13076,746,1343.0,1916,1
HEFT00174,5,10555,1002,1400.0,1978,2
HEFT00174,6,11679,600,1716.0,1043,1
HEFT00175,0,18373,1185,1998.0,1457,1
HEFT00175,1,13821,547,1444.0,1434,1
HEFT00175,2,14209,1358,1959.0,1388,1
HEFT00175,3,15439,716,1485.0,1561,2
HEFT00175,4,16380,684,1860.0,1618,3
HEFT00175,5,13174,1471,1462.0,1737,1
HEFT00175,6,10954,1107,1570.0,1238,2
HEFT00175,7,18383,1235,1691.0,1730,2
HEFT00175,8,14647,646,1319.0,1916,3
HEFT00175,9,15616,882,1170.0,1121,2
HEFT00176,0,11577,524,1343.0,1158,2
HEFT00176,1,13845,1444,1116.0,1060,1
HEFT00176,2,14605,767,1360.0,1216,3
HEFT00176,3,14019,707,1338.0,1712,1
HEFT00176,4,10227,1249,1046.0,1318,3
HEFT00176,5,15597,648,1942.0,1255,2
HEFT00176,6,19879,690,1392.0,1686,3
HEFT00176,7,15456,536,1397.0,1687,3
HEFT00176,8,12236,1297,1591.0,1524,2
HEFT00177,0,19001,1184,1371.0,1091,3
HEFT00177,1,14379,1443,1624.0,1910,2
HEFT00177,2,14900,858,1205.0,1318,1
HEFT00177,3,13204,965,1770.0,1756,2
HEFT00177,4,15779,1031,1962.0,1633,1
HEFT00177,5,10281,1206,1907.0,1407,2
HEFT00177,6,17181,602,1724.0,1780,1
HEFT00178,0,15044,1406,1334.0,1796,1
HEFT00178,1,17038,1056,1865.0,1203,2
HEFT00178,2,17132,608,1558.0,1518,2
HEFT00178,3,12701,1348,1334.0,1019,1
HEFT00178,4,15913,869,1302.0,1706,3
HEFT00178,5,16003,583,1714.0,1588,3
HEFT00178,6,19845,727,1559.0,1555,3
HEFT00178,7,17264,1063,1439.0,1462,2
HEFT00178,8,19471,1052,1639.0,1750,1
HEFT00178,9,11496,1354,1024.0,1455,1
HEFT00178,10,18256,1239,1256.0,1728,2
HEFT00179,0,12983,1111,1549.0,1245,1
HEFT00179,1,11126,1475,1861.0,1518,1
HEFT00179,2,11716,691,1672.0,1535,3
HEFT00179,3,11315,859,1208.0,1411,3
HEFT00179,4,18558,1458,1299.0,1827,1
HEFT00179,5,11999,1088,1832.0,1237,3
HEFT00179,6,15117,529,1086.0,1928,3
HEFT00179,7,18625,1087,1317.0,1234,3
HEFT00179,8,15758,1505,1669.0,1065,3
HEFT00180,0,15386,812,1453.0,1571,2
HEFT00180,1,13810,906,1101.0,1139,2
HEFT00180,2,10423,1450,1353.0,1665,3
HEFT00180,3,13349,1214,1787.0,1468,3
HEFT00180,4,17018,804,1743.0,1106,2
HEFT00180,5,10398,755,1971.0,1240,1
HEFT00180,6,10393,1480,1402.0,1445,2
HEFT00180,7,19129,1392,1583.0,1911,1
HEFT00181,0,13643,1474,1513.0,1276,1
HEFT00181,1,16045,1514,1960.0,1112,1
HEFT00181,2,14951,597,1908.0,1738,2
HEFT00181,3,13770,1296,1326.0,1229,1
HEFT00181,4,17537,1493,1743.0,1460,1
HEFT00181,5,10055,959,1354.0,1422,3
HEFT00181,6,11605,1231,1178.0,1928,2
HEFT00181,7,12099,1480,1391.0,1184,2
HEFT00181,8,12368,1101,1709.0,1265,2
HEFT00182,0,17402,1218,1996.0,1684,3
HEFT00182,1,13914,984,1240.0,1548,1
HEFT00182,2,14733,978,1675.0,1734,2
HEFT00182,3,11592,533,1285.0,1457,2
HEFT00182,4,13913,1160,1120.0,1177,2
HEFT00182,5,13552,1014,1752.0,1861,2
HEFT00182,6,10582,1476,1553.0,1139,3
HEFT00182,7,13965,1105,1996.0,1389,1
HEFT00182,8,19165,552,1255.0,1432,2
HEFT00182,9,19441,583,1422.0,1052,1
HEFT00183,0,13818,1382,1702.0,1401,3
HEFT00183,1,15333,669,1088.0,1684,1
HEFT00183,2,19763,923,1735.0,1168,2
HEFT00183,3,17177,1194,1575.0,1178,1
HEFT00183,4,15066,578,1376.0,1487,1
HEFT00183,5,19059,1005,1718.0,1098,3
HEFT00183,6,19320,1397,1450.0,1178,1
HEFT00183,7,15831,651,1706.0,1775,1
HEFT00184,0,14219,1146,1490.0,1175,3
HEFT00184,1,14269,817,1485.0,1403,1
HEFT00184,2,17290,733,1490.0,1605,2
HEFT00184,3,17632,825,1924.0,1365,3
HEFT00184,4,10181,1528,1763.0,1762,3
HEFT00184,5,15647,977,1148.0,1071,1
HEFT00184,6,12625,1111,1571.0,1426,1
HEFT00185,0,19535,1475,1428.0,1712,3
HEFT00185,1,17987,987,1443.0,1118,3
HEFT00185,2,18334,1052,1441.0,1047,2
HEFT00185,3,16081,1362,1061.0,1486,3
HEFT00185,4,10082,1077,1137.0,1624,2
HEFT00185,5,16102,1218,1123.0,1378,3
HEFT00185,6,18357,1091,1352.0,1592,2
HEFT00185,7,10696,518,1289.0,1226,3
HEFT00185,8,10934,878,1825.0,1590,2
HEFT00185,9,17458,1126,1639.0,1787,2
HEFT00185,10,10319,1487,1356.0,1963,3
HEFT00186,0,16647,802,1480.0,1216,2
HEFT00186,1,14918,626,1017.0,1887,1
HEFT00186,2,13162,1158,1331.0,1084,2
HEFT00186,3,13457,1355,1667.0,1706,1
HEFT00186,4,12672,703,1458.0,1975,3
HEFT00186,5,19114,1309,1378.0,1533,3
HEFT00186,6,15080,1153,1070.0,1336,1
HEFT00186,7,11930,1207,1916.0,1702,3
HEFT00187,0,12909,979,1784.0,1200,1
HEFT00187,1,16915,1198,1625.0,1769,1
HEFT00187,2,12733,1261,1261.0,1760,2
HEFT00187,3,14355,553,1338.0,1782,1
HEFT00187,4,17051,537,1480.0,1167,1
HEFT00187,5,11528,608,1823.0,1723,3
HEFT00187,6,18861,1345,1403.0,1256,1
HEFT00187,7,16956,1220,1682.0,1789,3
HEFT00188,0,16807,888,1670.0,1235,3
HEFT00188,1,13021,1517,1481.0,1473,2
HEFT00188,2,15140,587,1495.0,1263,2
HEFT00188,3,14154,593,1171.0,1490,2
HEFT00188,4,13485,1180,1783.0,1012,3
HEFT00188,5,16110,1428,1998.0,1031,3
HEFT00188,6,16770,764,1575.0,1426,2
HEFT00188,7,19977,790,1584.0,1165,2
HEFT00188,8,14216,1238,1474.0,1908,1
HEFT00188,9,15481,1481,1877.0,1733,3
HEFT00188,10,19743,1156,1590.0,1774,3
HEFT00189,0,17518,531,1519.0,1128,3
HEFT00189,1,11204,868,1283.0,1768,3
HEFT00189,2,18486,1315,1788.0,1801,3
HEFT00189,3,17043,862,1252.0,1345,3
HEFT00189,4,16049,1303,1865.0,1546,2
HEFT00189,5,13259,626,1352.0,1571,1
HEFT00189,6,14931,896,1821.0,1079,3
HEFT00190,0,12265,1508,1510.0,1397,1
HEFT00190,1,11621,1079,1348.0,1946,3
HEFT00190,2,14988,1310,1976.0,1948,1
HEFT00190,3,17166,1534,1525.0,1299,1
HEFT00190,4,11890,1222,1672.0,1985,1
HEFT00190,5,10370,1284,1514.0,1700,3
HEFT00190,6,10844,690,1557.0,1674,1
HEFT00190,7,17708,1212,1574.0,1303,2
HEFT00190,8,16134,676,1926.0,1752,2
HEFT00191,0,19045,1217,1480.0,1870,2
HEFT00191,1,16875,854,1871.0,1215,1
HEFT00191,2,10513,805,1492.0,1525,3
HEFT00191,3,16101,736,1552.0,1236,2
HEFT00191,4,19370,832,1251.0,1270,2
HEFT00191,5,11237,745,1117.0,1305,2
HEFT00191,6,13803,1343,1319.0,1621,1
HEFT00191,7,12222,747,1751.0,1690,2
HEFT00192,0,16035,1311,1703.0,1272,3
HEFT00192,1,17885,742,1392.0,1910,1
HEFT00192,2,16081,760,1802.0,1871,1
HEFT00192,3,18019,1067,1465.0,1582,3
HEFT00192,4,11409,1504,1831.0,1238,2
HEFT00192,5,19047,1479,1093.0,1821,3
HEFT00192,6,19743,1528,1469.0,1987,2
HEFT00192,7,15676,1031,1722.0,1380,1
HEFT00192,8,18277,1331,1406.0,1367,2
HEFT00193,0,15620,615,1963.0,1049,1
HEFT00193,1,15255,1265,1592.0,1447,2
HEFT00193,2,15707,577,1649.0,1980,2
HEFT00193,3,15101,608,1808.0,1419,2
HEFT00193,4,11141,1021,1120.0,1985,2
HEFT00193,5,18812,806,1772.0,1053,3
HEFT00193,6,15217,973,1634.0,1469,3
HEFT00193,7,10815,798,1616.0,1183,3
HEFT00193,8,15447,866,1279.0,1293,3
HEFT00193,9,17943,1353,1758.0,1613,1
HEFT00193,10,15561,1285,1307.0,1188,1
HEFT00194,0,15322,754,1182.0,1919,3
HEFT00194,1,17769,1154,1449.0,1007,3
HEFT00194,2,12713,1314,1163.0,1942,1
HEFT00194,3,14503,1489,1027.0,1925,2
HEFT00194,4,12823,1018,1195.0,1766,1
HEFT00194,5,18560,835,1076.0,1765,1
HEFT00194,6,11004,828,1149.0,1400,3
HEFT00194,7,15776,838,1532.0,1335,1
HEFT00194,8,11495,629,1733.0,1829,3
HEFT00194,9,13719,1048,1497.0,1318,3
HEFT00195,0,19087,1485,1200.0,1647,2
HEFT00195,1,18080,1060,1874.0,1784,1
HEFT00195,2,14577,708,1341.0,1344,2
HEFT00195,3,19404,820,1731.0,1450,1
HEFT00195,4,10839,1443,1702.0,1853,1
HEFT00195,5,12540,995,1995.0,1796,3
HEFT00195,6,12790,1371,1140.0,1477,2
HEFT00195,7,11483,1530,1150.0,1941,1
HEFT00195,8,19917,1182,1046.0,1235,2
HEFT00195,9,14959,1138,1571.0,1564,2
HEFT00196,0,10437,817,1410.0,1649,1
HEFT00196,1,11028,1085,1107.0,1483,3
HEFT00196,2,13354,965,1991.0,1806,3
HEFT00196,3,15105,1199,1558.0,1984,3
HEFT00196,4,11296,1045,1901.0,1237,1
HEFT00196,5,17545,1392,1119.0,1699,3
HEFT00196,6,12504,1294,1115.0,1796,3
HEFT00196,7,18662,615,1007.0,1462,3
HEFT00196,8,16535,1377,1113.0,1460,1
HEFT00196,9,12777,534,1243.0,1759,2
HEFT00196,10,16229,788,1687.0,1568,2
HEFT00197,0,14222,674,1793.0,1728,2
HEFT00197,1,13957,816,1253.0,1875,2
HEFT00197,2,18406,1353,1488.0,1989,2
HEFT00197,3,15515,1280,1387.0,1156,3
HEFT00197,4,17706,1051,1513.0,1994,2
HEFT00197,5,16738,826,1698.0,1060,1
HEFT00197,6,14532,1465,1764.0,1091,3
HEFT00198,0,13090,909,1566.0,1476,1
HEFT00198,1,15598,717,1756.0,1748,1
HEFT00198,2,12172,1077,1108.0,1677,1
HEFT00198,3,16538,667,1587.0,1360,1
HEFT00198,4,10125,1241,1274.0,1929,1
HEFT00198,5,10848,999,1771.0,1141,3
HEFT00198,6,15341,1354,1805.0,1341,3
HEFT00198,7,16353,1220,1172.0,1914,3
HEFT00198,8,13029,715,1723.0,1226,1
HEFT00199,0,13586,715,1777.0,1323,1
HEFT00199,1,17301,1170,1297.0,1937,3
HEFT00199,2,19039,669,1547.0,1321,2
HEFT00199,3,14414,1042,1345.0,1577,3
HEFT00199,4,17989,806,1136.0,1540,2
HEFT00199,5,13860,642,1569.0,1940,3
HEFT00199,6,14612,1149,1293.0,1854,3
HEFT00199,7,15310,1501,1029.0,1589,1
HEFT00199,8,17199,1329,1004.0,1053,1
HEFT00199,9,12907,714,1660.0,1381,1
HEFT00200,0,10981,921,1141.0,1207,2
HEFT00200,1,14580,748,1670.0,1614,2
HEFT00200,2,12127,1114,1031.0,1699,2
HEFT00200,3,19648,1344,1848.0,1900,3
HEFT00200,4,15012,614,1016.0,1633,2
HEFT00200,5,16973,1254,1083.0,1816,1
HEFT00200,6,15021,575,1251.0,1934,3
HEFT00201,0,18441,928,1297.0,1884,3
HEFT00201,1,14770,1303,1726.0,1432,3
HEFT00201,2,10084,925,1452.0,1476,3
HEFT00201,3,17947,795,1683.0,1819,3
HEFT00201,4,15942,672,1556.0,1071,1
HEFT00201,5,16877,1472,1856.0,1550,1
HEFT00201,6,18643,1311,1487.0,1986,3
HEFT00202,0,19614,969,1550.0,1339,1
HEFT00202,1,15207,574,1713.0,1039,2
HEFT00202,2,19578,594,1072.0,1224,1
HEFT00202,3,12417,1372,1033.0,1092,3
HEFT00202,4,16581,1531,1300.0,1496,2
HEFT00202,5,13979,804,1968.0,1185,2
HEFT00202,6,16814,600,1738.0,1275,1
HEFT00202,7,12495,647,1145.0,1251,3
HEFT00202,8,18236,548,1682.0,1729,2
HEFT00203,0,14649,1264,1072.0,1861,2
HEFT00203,1,11715,1118,1789.0,1252,3
HEFT00203,2,15934,674,1280.0,1755,1
HEFT00203,3,18574,845,1478.0,1650,2
HEFT00203,4,10539,602,1908.0,1326,2
HEFT00203,5,14077,900,1685.0,1402,3
HEFT00203,6,18770,1267,1289.0,1298,2
HEFT00203,7,16806,1085,1607.0,1348,2
HEFT00203,8,11992,1105,1306.0,1856,1
HEFT00203,9,16573,1233,1144.0,1409,2
HEFT00204,0,15578,543,1994.0,1492,1
HEFT00204,1,12262,622,1687.0,1603,3
HEFT00204,2,12252,758,1575.0,1989,3
HEFT00204,3,14828,780,1293.0,1754,1
HEFT00204,4,18976,615,1344.0,1191,1
HEFT00204,5,10487,939,1910.0,1334,1
HEFT00204,6,11598,591,1971.0,1090,1
HEFT00204,7,18088,864,1466.0,1109,3
HEFT00204,8,15731,571,1185.0,1601,3
HEFT00204,9,11948,572,1867.0,1912,1
HEFT00205,0,10362,1342,1252.0,1168,3
HEFT00205,1,17261,1377,1535.0,1053,1
HEFT00205,2,19580,1193,1970.0,1717,3
HEFT00205,3,10914,724,1903.0,1498,3
HEFT00205,4,16189,719,1707.0,1264,1
HEFT00205,5,16564,1045,1612.0,1279,2
HEFT00205,6,19975,661,1232.0,1446,2
HEFT00206,0,17002,1313,1180.0,1214,3
HEFT00206,1,11685,885,1725.0,1309,3
HEFT00206,2,18128,575,1735.0,1963,3
HEFT00206,3,16379,920,1514.0,1992,2
HEFT00206,4,15637,1121,1348.0,1546,1
HEFT00206,5,18246,1077,1386.0,1376,1
HEFT00206,6,17372,1442,1969.0,1132,3
HEFT00207,0,14056,1477,1742.0,1551,2
HEFT00207,1,16563,534,1983.0,1800,2
HEFT00207,2,15474,678,1126.0,1318,3
HEFT00207,3,19474,812,1150.0,1442,3
HEFT00207,4,18431,765,1220.0,1925,2
HEFT00207,5,18150,737,1875.0,1158,3
HEFT00207,6,16859,991,1397.0,1622,1
HEFT00208,0,11318,1500,1994.0,1498,3
HEFT00208,1,18140,1063,1044.0,1272,1
HEFT00208,2,19897,512,1190.0,1685,2
HEFT00208,3,16135,970,1777.0,1339,3
HEFT00208,4,16097,781,1822.0,1849,1
HEFT00208,5,10163,947,1814.0,1922,1
HEFT00208,6,14601,1458,1744.0,1499,3
HEFT00209,0,12276,1323,1820.0,1808,2
HEFT00209,1,12403,565,1245.0,1198,2
HEFT00209,2,14381,989,1992.0,1361,1
HEFT00209,3,11699,1024,1927.0,1766,2
HEFT00209,4,12847,1231,1434.0,1090,1
HEFT00209,5,14469,922,1184.0,1441,1
HEFT00209,6,17598,1075,1572.0,1798,3
HEFT00210,0,18662,1503,1637.0,1841,3
HEFT00210,1,10705,1344,1037.0,1635,3
HEFT00210,2,17163,720,1576.0,1833,3
HEFT00210,3,11300,1039,1575.0,1078,2
HEFT00210,4,16869,1192,1233.0,1118,3
HEFT00210,5,11904,1336,1182.0,1437,2
HEFT00210,6,19999,1110,1917.0,1865,1
HEFT00210,7,19158,658,1972.0,1541,2
HEFT00211,0,10690,585,1832.0,1645,3
HEFT00211,1,12830,540,1843.0,1567,2
HEFT00211,2,19569,1438,1633.0,1413,3
HEFT00211,3,19023,1494,1935.0,1954,2
HEFT00211,4,14349,703,1909.0,1675,3
HEFT00211,5,14347,1223,1677.0,1680,3
HEFT00211,6,15880,1124,1493.0,1660,1
HEFT00211,7,15737,1017,1634.0,1139,2
HEFT00211,8,12898,1519,1914.0,1497,2
HEFT00211,9,19325,695,1707.0,1642,1
HEFT00212,0,19609,1362,1860.0,1795,2
HEFT00212,1,19464,1421,1929.0,1786,1
HEFT00212,2,19507,1093,1610.0,1281,2
HEFT00212,3,19611,712,1098.0,1080,2
HEFT00212,4,11329,605,1187.0,1095,2
HEFT00212,5,14042,1034,1208.0,1946,3
HEFT00212,6,17883,1422,1556.0,1799,1
HEFT00212,7,13889,697,1602.0,1545,3
HEFT00213,0,12005,833,1882.0,1737,3
HEFT00213,1,19435,1338,1245.0,1077,3
HEFT00213,2,18741,998,1871.0,1028,1
HEFT00213,3,17090,651,1998.0,1828,2
HEFT00213,4,18606,1269,1102.0,1720,1
HEFT00213,5,11009,940,1932.0,1165,2
HEFT00213,6,11986,892,1838.0,1914,1
